Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value,Low CI,High CI,Confidence Interval,Quartile range,code,Start Date
1,Depressive Disorder,By State,Mississippi,Mississippi,2,May 7 - May 12,35.5,27.5,44.1,27.5 - 44.1,25.7 - 35.5,MS,7-May
1,Anxiety Disorder,By State,Mississippi,Mississippi,2,May 7 - May 12,38.3,30.9,46,30.9 - 46.0,31.6 - 38.3,MS,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2,May 7 - May 12,48.4,40.3,56.6,40.3 - 56.6,36.1 - 48.4,MS,7-May
1,Depressive Disorder,By State,Mississippi,Mississippi,3,May 14 - May 19,36.4,30.8,42.4,30.8 - 42.4,25.7-36.4,MS,14-May
1,Anxiety Disorder,By State,Mississippi,Mississippi,3,May 14 - May 19,36.1,29.1,43.6,29.1 - 43.6,28.9-36.1,MS,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3,May 14 - May 19,44.3,37.4,51.3,37.4 - 51.3,35.0-44.3,MS,14-May
1,Depressive Disorder,By State,Mississippi,Mississippi,4,May 21 - May 26,27.7,24,31.6,24.0 - 31.6,25.9-31.1,MS,21-May
1,Anxiety Disorder,By State,Mississippi,Mississippi,4,May 21 - May 26,31.9,27.5,36.5,27.5 - 36.5,30.7-36.0,MS,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,4,May 21 - May 26,37.8,33.1,42.7,33.1 - 42.7,35.6-41.4,MS,21-May
1,Depressive Disorder,By State,Mississippi,Mississippi,5,May 28 - June 2,28.6,24.8,32.7,24.8 - 32.7,26.9-31.8,MS,28-May
1,Anxiety Disorder,By State,Mississippi,Mississippi,5,May 28 - June 2,33.8,29.7,38.1,29.7 - 38.1,31.8-37.1,MS,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,5,May 28 - June 2,38.7,34.2,43.5,34.2 - 43.5,37.0-40.0,MS,28-May
1,Depressive Disorder,By State,Mississippi,Mississippi,6,June 4 - June 9,29.6,24.1,35.6,24.1 - 35.6,27.3-30.3,MS,4-Jun
1,Anxiety Disorder,By State,Mississippi,Mississippi,6,June 4 - June 9,31.9,27.1,37.1,27.1 - 37.1,29.9-32.7,MS,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,6,June 4 - June 9,38.4,32.7,44.3,32.7 - 44.3,37.7-40.7,MS,4-Jun
1,Depressive Disorder,By State,Mississippi,Mississippi,7,June 11 - June 16,24.8,19,31.2,19.0 - 31.2,24.0-26.7,MS,11-Jun
1,Anxiety Disorder,By State,Mississippi,Mississippi,7,June 11 - June 16,31.6,24.8,38.9,24.8 - 38.9,30.6-33.3,MS,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,7,June 11 - June 16,37.5,30.5,45,30.5 - 45.0,35.0-37.9,MS,11-Jun
1,Depressive Disorder,By State,Mississippi,Mississippi,8,June 18 - June 23,29.3,23.9,35.2,23.9 - 35.2,28.8-35.6,MS,18-Jun
1,Anxiety Disorder,By State,Mississippi,Mississippi,8,June 18 - June 23,31.8,26.6,37.4,26.6 - 37.4,30.9-33.3,MS,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,8,June 18 - June 23,37.6,31.8,43.6,31.8 - 43.6,34.5-38.3,MS,18-Jun
1,Depressive Disorder,By State,Mississippi,Mississippi,9,June 25 - June 30,34.4,28.9,40.3,28.9 - 40.3,29.0-34.5,MS,25-Jun
1,Anxiety Disorder,By State,Mississippi,Mississippi,9,June 25 - June 30,36.5,31.2,42.1,31.2 - 42.1,34.8-40.5,MS,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,9,June 25 - June 30,42.1,36.4,48,36.4 - 48.0,39.5-45.1,MS,25-Jun
1,Depressive Disorder,By State,Mississippi,Mississippi,10,July 2 - July 7,32,27.6,36.6,27.6 - 36.6,29.4-34.6,MS,2-Jul
1,Anxiety Disorder,By State,Mississippi,Mississippi,10,July 2 - July 7,40.2,35.2,45.3,35.2 - 45.3,35.4-40.6,MS,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,10,July 2 - July 7,43.7,39.3,48.2,39.3 - 48.2,40.7-44.8,MS,2-Jul
1,Depressive Disorder,By State,Mississippi,Mississippi,11,July 9 - July 14,36.1,30.5,42.1,30.5 - 42.1,30.8-36.1,MS,9-Jul
1,Anxiety Disorder,By State,Mississippi,Mississippi,11,July 9 - July 14,38,32.2,44.1,32.2 - 44.1,37.9-42.8,MS,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,11,July 9 - July 14,46.5,40.7,52.5,40.7 - 52.5,42.1-46.5,MS,9-Jul
1,Depressive Disorder,By State,Mississippi,Mississippi,12,July 16 - July 21,36.5,30.4,42.9,30.4 - 42.9,32.3-38.6,MS,16-Jul
1,Anxiety Disorder,By State,Mississippi,Mississippi,12,July 16 - July 21,38.6,33.2,44.2,33.2 - 44.2,38.5-45.4,MS,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,12,July 16 - July 21,48,42.6,53.5,42.6 - 53.5,43.6-50.2,MS,16-Jul
2,Depressive Disorder,By State,Mississippi,Mississippi,13,Aug 19 - Aug 31,23.6,19.5,27.9,19.5 - 27.9,21.0-23.8,MS,19-Aug
2,Anxiety Disorder,By State,Mississippi,Mississippi,13,Aug 19 - Aug 31,27.7,23.9,31.8,23.9 - 31.8,20.9-28.4,MS,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,13,Aug 19 - Aug 31,33.2,29.1,37.5,29.1 - 37.5,24.2-33.2,MS,19-Aug
2,Depressive Disorder,By State,Mississippi,Mississippi,14,Sep 2 - Sep 14,28.4,24.7,32.4,24.7 - 32.4,26.6-30.3,MS,2-Sep
2,Anxiety Disorder,By State,Mississippi,Mississippi,14,Sep 2 - Sep 14,31.3,27.5,35.2,27.5 - 35.2,31.2-33.4,MS,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,14,Sep 2 - Sep 14,38.6,34.9,42.4,34.9 - 42.4,38.2-41.7,MS,2-Sep
2,Depressive Disorder,By State,Mississippi,Mississippi,15,Sep 16 - Sep 28,28.5,24,33.4,24.0 - 33.4,26.9-31.8,MS,16-Sep
2,Anxiety Disorder,By State,Mississippi,Mississippi,15,Sep 16 - Sep 28,35,30.3,40,30.3 - 40.0,34.0-41.1,MS,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,15,Sep 16 - Sep 28,38,33.1,43,33.1 - 43.0,36.3-38.4,MS,16-Sep
2,Depressive Disorder,By State,Mississippi,Mississippi,16,Sep 30 - Oct 12,25.1,21.4,29.1,21.4 - 29.1,24.5-26.0,MS,30-Sep
2,Anxiety Disorder,By State,Mississippi,Mississippi,16,Sep 30 - Oct 12,30.6,27,34.5,27.0 - 34.5,29.5-31.7,MS,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,16,Sep 30 - Oct 12,35.1,31.4,38.9,31.4 - 38.9,34.4-36.6,MS,30-Sep
2,Depressive Disorder,By State,Mississippi,Mississippi,17,Oct 14 - Oct 26,33.4,28.5,38.6,28.5 - 38.6,27.4-33.4,MS,14-Oct
2,Anxiety Disorder,By State,Mississippi,Mississippi,17,Oct 14 - Oct 26,35.9,31.3,40.6,31.3 - 40.6,34.9-39.5,MS,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,17,Oct 14 - Oct 26,41.5,36.6,46.5,36.6 - 46.5,39.7-46.3,MS,14-Oct
1,Depressive Disorder,By State,Missouri,Missouri,1,Apr 23 - May 5,21,17.9,24.5,17.9 - 24.5,20.8 - 22.1,MO,23-Apr
1,Anxiety Disorder,By State,Missouri,Missouri,1,Apr 23 - May 5,30.4,25.8,35.4,25.8 - 35.4,30.4 - 31.6,MO,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,1,Apr 23 - May 5,35.2,30.2,40.4,30.2 - 40.4,34.8 - 36.7,MO,23-Apr
1,Depressive Disorder,By State,Missouri,Missouri,2,May 7 - May 12,24.1,18.5,30.5,18.5 - 30.5,23.1 - 25.6,MO,7-May
1,Anxiety Disorder,By State,Missouri,Missouri,2,May 7 - May 12,37.8,32.3,43.7,32.3 - 43.7,31.6 - 38.3,MO,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2,May 7 - May 12,41.3,35.5,47.3,35.5 - 47.3,36.1 - 48.4,MO,7-May
1,Depressive Disorder,By State,Missouri,Missouri,3,May 14 - May 19,24.3,19.1,30,19.1 - 30.0,23.3-25.6,MO,14-May
1,Anxiety Disorder,By State,Missouri,Missouri,3,May 14 - May 19,30.4,25.2,36,25.2 - 36.0,28.9-36.1,MO,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3,May 14 - May 19,35.4,29.6,41.6,29.6 - 41.6,35.0-44.3,MO,14-May
1,Depressive Disorder,By State,Missouri,Missouri,4,May 21 - May 26,24.3,19.6,29.5,19.6 - 29.5,23.0-25.8,MO,21-May
1,Anxiety Disorder,By State,Missouri,Missouri,4,May 21 - May 26,29,24.3,34.1,24.3 - 34.1,28.7-30.6,MO,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,4,May 21 - May 26,32.9,28.2,37.9,28.2 - 37.9,29.6-33.1,MO,21-May
1,Depressive Disorder,By State,Missouri,Missouri,5,May 28 - June 2,24.5,21,28.3,21.0 - 28.3,24.4-26.8,MO,28-May
1,Anxiety Disorder,By State,Missouri,Missouri,5,May 28 - June 2,30.1,26.5,33.8,26.5 - 33.8,29.7-31.7,MO,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,5,May 28 - June 2,33.7,29.9,37.7,29.9 - 37.7,31.7-34.2,MO,28-May
1,Depressive Disorder,By State,Missouri,Missouri,6,June 4 - June 9,23.1,18.2,28.7,18.2 - 28.7,21.3-25.0,MO,4-Jun
1,Anxiety Disorder,By State,Missouri,Missouri,6,June 4 - June 9,23.2,19.7,26.9,19.7 - 26.9,20.2-26.4,MO,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,6,June 4 - June 9,29.5,24.4,35,24.4 - 35.0,23.0-31.0,MO,4-Jun
1,Depressive Disorder,By State,Missouri,Missouri,7,June 11 - June 16,26.1,21.5,31,21.5 - 31.0,24.0-26.7,MO,11-Jun
1,Anxiety Disorder,By State,Missouri,Missouri,7,June 11 - June 16,33.3,28,38.9,28.0 - 38.9,30.6-33.3,MO,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,7,June 11 - June 16,36.5,31.2,42.1,31.2 - 42.1,35.0-37.9,MO,11-Jun
1,Depressive Disorder,By State,Missouri,Missouri,8,June 18 - June 23,25,20.1,30.5,20.1 - 30.5,22.5-25.0,MO,18-Jun
1,Anxiety Disorder,By State,Missouri,Missouri,8,June 18 - June 23,28.3,23.7,33.3,23.7 - 33.3,27.8-30.8,MO,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,8,June 18 - June 23,32.9,27.8,38.2,27.8 - 38.2,31.8-34.4,MO,18-Jun
1,Depressive Disorder,By State,Missouri,Missouri,9,June 25 - June 30,25.6,22.4,28.9,22.4 - 28.9,23.9-26.0,MO,25-Jun
1,Anxiety Disorder,By State,Missouri,Missouri,9,June 25 - June 30,32.2,28.9,35.6,28.9 - 35.6,29.5-32.2,MO,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,9,June 25 - June 30,35.8,32.4,39.4,32.4 - 39.4,34.1-35.9,MO,25-Jun
1,Depressive Disorder,By State,Missouri,Missouri,10,July 2 - July 7,28.8,24.1,33.8,24.1 - 33.8,26.8-29.3,MO,2-Jul
1,Anxiety Disorder,By State,Missouri,Missouri,10,July 2 - July 7,35.3,30.4,40.5,30.4 - 40.5,33.0-35.3,MO,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,10,July 2 - July 7,40.6,35.6,45.8,35.6 - 45.8,38.1-40.6,MO,2-Jul
1,Depressive Disorder,By State,Missouri,Missouri,11,July 9 - July 14,25.8,21.8,30.2,21.8 - 30.2,24.1-27.2,MO,9-Jul
1,Anxiety Disorder,By State,Missouri,Missouri,11,July 9 - July 14,35.3,30.9,39.9,30.9 - 39.9,34.3-37.8,MO,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,11,July 9 - July 14,38.7,34.2,43.4,34.2 - 43.4,38.4-42.0,MO,9-Jul
1,Depressive Disorder,By State,Missouri,Missouri,12,July 16 - July 21,24.8,21.1,28.9,21.1 - 28.9,20.5-25.9,MO,16-Jul
1,Anxiety Disorder,By State,Missouri,Missouri,12,July 16 - July 21,34.9,30.1,40,30.1 - 40.0,32.3-35.5,MO,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,12,July 16 - July 21,37.9,33.1,42.9,33.1 - 42.9,37.2-40.5,MO,16-Jul
2,Depressive Disorder,By State,Missouri,Missouri,13,Aug 19 - Aug 31,23.7,20.9,26.7,20.9 - 26.7,21.0-23.8,MO,19-Aug
2,Anxiety Disorder,By State,Missouri,Missouri,13,Aug 19 - Aug 31,27.8,24.8,31,24.8 - 31.0,20.9-28.4,MO,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,13,Aug 19 - Aug 31,33.5,30.3,36.8,30.3 - 36.8,33.3-35.6,MO,19-Aug
2,Depressive Disorder,By State,Missouri,Missouri,14,Sep 2 - Sep 14,21.8,18.6,25.4,18.6 - 25.4,21.8-23.2,MO,2-Sep
2,Anxiety Disorder,By State,Missouri,Missouri,14,Sep 2 - Sep 14,29,25.5,32.7,25.5 - 32.7,22.2-29.0,MO,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,14,Sep 2 - Sep 14,33.1,29.3,37.1,29.3 - 37.1,26.3-33.1,MO,2-Sep
2,Depressive Disorder,By State,Missouri,Missouri,15,Sep 16 - Sep 28,22.7,19.8,25.8,19.8 - 25.8,21.6-24.0,MO,16-Sep
2,Anxiety Disorder,By State,Missouri,Missouri,15,Sep 16 - Sep 28,29.9,26.5,33.4,26.5 - 33.4,29.3-31.5,MO,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,15,Sep 16 - Sep 28,33.8,30.5,37.4,30.5 - 37.4,33.4-36.2,MO,16-Sep
2,Depressive Disorder,By State,Missouri,Missouri,16,Sep 30 - Oct 12,25.5,22.2,29,22.2 - 29.0,24.5-26.0,MO,30-Sep
2,Anxiety Disorder,By State,Missouri,Missouri,16,Sep 30 - Oct 12,30.7,27.4,34.1,27.4 - 34.1,29.5-31.7,MO,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,16,Sep 30 - Oct 12,36.4,33.1,39.9,33.1 - 39.9,34.4-36.6,MO,30-Sep
2,Depressive Disorder,By State,Missouri,Missouri,17,Oct 14 - Oct 26,29.4,25.3,33.7,25.3 - 33.7,27.4-33.4,MO,14-Oct
2,Anxiety Disorder,By State,Missouri,Missouri,17,Oct 14 - Oct 26,35.2,31.3,39.3,31.3 - 39.3,34.9-39.5,MO,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,17,Oct 14 - Oct 26,40.8,36.4,45.4,36.4 - 45.4,39.7-46.3,MO,14-Oct
1,Depressive Disorder,By State,Montana,Montana,1,Apr 23 - May 5,18.2,14.9,21.8,14.9 - 21.8,16.5 - 20.7,MT,23-Apr
1,Anxiety Disorder,By State,Montana,Montana,1,Apr 23 - May 5,22.8,19.6,26.3,19.6 - 26.3,21.7 - 27.8,MT,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,1,Apr 23 - May 5,27.3,23.5,31.4,23.5 - 31.4,25.6 - 33.3,MT,23-Apr
1,Depressive Disorder,By State,Montana,Montana,2,May 7 - May 12,20.8,14.7,28.2,14.7 - 28.2,20.7 - 23.0,MT,7-May
1,Anxiety Disorder,By State,Montana,Montana,2,May 7 - May 12,24.9,18.1,32.8,18.1 - 32.8,20.3 - 26.2,MT,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2,May 7 - May 12,27.6,20.7,35.4,20.7 - 35.4,26.1 - 30.5,MT,7-May
1,Depressive Disorder,By State,Montana,Montana,3,May 14 - May 19,21.1,16.3,26.6,16.3 - 26.6,20.8-23.2,MT,14-May
1,Anxiety Disorder,By State,Montana,Montana,3,May 14 - May 19,25.7,20.7,31.1,20.7 - 31.1,25.3-27.4,MT,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3,May 14 - May 19,29.7,24.4,35.4,24.4 - 35.4,23.8-29.7,MT,14-May
1,Depressive Disorder,By State,Montana,Montana,4,May 21 - May 26,22.2,18.4,26.5,18.4 - 26.5,21.0-22.9,MT,21-May
1,Anxiety Disorder,By State,Montana,Montana,4,May 21 - May 26,24.3,20,29,20.0 - 29.0,19.6-24.7,MT,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,4,May 21 - May 26,30.7,25.8,36,25.8 - 36.0,29.6-33.1,MT,21-May
1,Depressive Disorder,By State,Montana,Montana,5,May 28 - June 2,20.5,15.2,26.8,15.2 - 26.8,17.0-21.4,MT,28-May
1,Anxiety Disorder,By State,Montana,Montana,5,May 28 - June 2,22.6,18.7,27,18.7 - 27.0,18.4-26.7,MT,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,5,May 28 - June 2,28.6,23.3,34.4,23.3 - 34.4,26.0-31.6,MT,28-May
1,Depressive Disorder,By State,Montana,Montana,6,June 4 - June 9,17.5,13.9,21.7,13.9 - 21.7,14.7-21.2,MT,4-Jun
1,Anxiety Disorder,By State,Montana,Montana,6,June 4 - June 9,26.4,22.4,30.7,22.4 - 30.7,20.2-26.4,MT,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,6,June 4 - June 9,30.4,26.3,34.8,26.3 - 34.8,23.0-31.0,MT,4-Jun
1,Depressive Disorder,By State,Montana,Montana,7,June 11 - June 16,21.8,17.1,27,17.1 - 27.0,21.8-23.9,MT,11-Jun
1,Anxiety Disorder,By State,Montana,Montana,7,June 11 - June 16,30.6,26.3,35.1,26.3 - 35.1,30.6-33.3,MT,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,7,June 11 - June 16,34.2,29.9,38.8,29.9 - 38.8,32.3-34.9,MT,11-Jun
1,Depressive Disorder,By State,Montana,Montana,8,June 18 - June 23,21.6,17.9,25.6,17.9 - 25.6,15.7-22.4,MT,18-Jun
1,Anxiety Disorder,By State,Montana,Montana,8,June 18 - June 23,27.8,24.5,31.4,24.5 - 31.4,27.8-30.8,MT,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,8,June 18 - June 23,30.9,26.9,35.1,26.9 - 35.1,24.6-31.7,MT,18-Jun
1,Depressive Disorder,By State,Montana,Montana,9,June 25 - June 30,22.2,18.1,26.7,18.1 - 26.7,19.0-23.8,MT,25-Jun
1,Anxiety Disorder,By State,Montana,Montana,9,June 25 - June 30,25.7,21.5,30.3,21.5 - 30.3,25.1-29.4,MT,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,9,June 25 - June 30,30.6,25.9,35.5,25.9 - 35.5,29.2-34.0,MT,25-Jun
1,Depressive Disorder,By State,Montana,Montana,10,July 2 - July 7,23.8,19.1,28.9,19.1 - 28.9,17.5-23.8,MT,2-Jul
1,Anxiety Disorder,By State,Montana,Montana,10,July 2 - July 7,31.7,27.8,35.7,27.8 - 35.7,31.4-32.9,MT,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,10,July 2 - July 7,34.3,30.4,38.3,30.4 - 38.3,30.9-34.8,MT,2-Jul
1,Depressive Disorder,By State,Montana,Montana,11,July 9 - July 14,28.5,24.9,32.3,24.9 - 32.3,27.3-30.7,MT,9-Jul
1,Anxiety Disorder,By State,Montana,Montana,11,July 9 - July 14,35.6,31.1,40.2,31.1 - 40.2,34.3-37.8,MT,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,11,July 9 - July 14,40.2,35.5,45,35.5 - 45.0,38.4-42.0,MT,9-Jul
1,Depressive Disorder,By State,Montana,Montana,12,July 16 - July 21,28.4,22.8,34.5,22.8 - 34.5,26.0-29.3,MT,16-Jul
1,Anxiety Disorder,By State,Montana,Montana,12,July 16 - July 21,27.5,22.6,32.8,22.6 - 32.8,27.5-32.2,MT,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,12,July 16 - July 21,36,30.3,42.1,30.3 - 42.1,31.8-37.1,MT,16-Jul
2,Depressive Disorder,By State,Montana,Montana,13,Aug 19 - Aug 31,18.6,15.9,21.6,15.9 - 21.6,15.2-20.9,MT,19-Aug
2,Anxiety Disorder,By State,Montana,Montana,13,Aug 19 - Aug 31,27.9,23.9,32.2,23.9 - 32.2,20.9-28.4,MT,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,13,Aug 19 - Aug 31,30.7,26.7,35.1,26.7 - 35.1,24.2-33.2,MT,19-Aug
2,Depressive Disorder,By State,Montana,Montana,14,Sep 2 - Sep 14,22.2,19.1,25.4,19.1 - 25.4,21.8-23.2,MT,2-Sep
2,Anxiety Disorder,By State,Montana,Montana,14,Sep 2 - Sep 14,29.6,26.1,33.2,26.1 - 33.2,29.1-31.1,MT,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,14,Sep 2 - Sep 14,33.1,29.7,36.7,29.7 - 36.7,26.3-33.1,MT,2-Sep
2,Depressive Disorder,By State,Montana,Montana,15,Sep 16 - Sep 28,24.4,20.5,28.7,20.5 - 28.7,24.1-26.8,MT,16-Sep
2,Anxiety Disorder,By State,Montana,Montana,15,Sep 16 - Sep 28,33.1,28,38.5,28.0 - 38.5,31.6-33.9,MT,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,15,Sep 16 - Sep 28,38.2,33.6,43.1,33.6 - 43.1,36.3-38.4,MT,16-Sep
2,Depressive Disorder,By State,Montana,Montana,16,Sep 30 - Oct 12,19.9,16.5,23.6,16.5 - 23.6,16.6-22.4,MT,30-Sep
2,Anxiety Disorder,By State,Montana,Montana,16,Sep 30 - Oct 12,27.8,23.6,32.4,23.6 - 32.4,24.7-29.4,MT,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,16,Sep 30 - Oct 12,32.8,28.5,37.2,28.5 - 37.2,27.8-34.3,MT,30-Sep
2,Depressive Disorder,By State,Montana,Montana,17,Oct 14 - Oct 26,20.1,16.1,24.6,16.1 - 24.6,19.3-22.4,MT,14-Oct
2,Anxiety Disorder,By State,Montana,Montana,17,Oct 14 - Oct 26,29.4,25.3,33.8,25.3 - 33.8,24.2-30.3,MT,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,17,Oct 14 - Oct 26,34.8,30.3,39.5,30.3 - 39.5,28.7-35.4,MT,14-Oct
1,Depressive Disorder,By State,Nebraska,Nebraska,1,Apr 23 - May 5,19.1,15.3,23.3,15.3 - 23.3,16.5 - 20.7,NE,23-Apr
1,Anxiety Disorder,By State,Nebraska,Nebraska,1,Apr 23 - May 5,24.2,20.6,28,20.6 - 28.0,21.7 - 27.8,NE,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,Apr 23 - May 5,28.6,24.9,32.7,24.9 - 32.7,25.6 - 33.3,NE,23-Apr
1,Depressive Disorder,By State,Nebraska,Nebraska,2,May 7 - May 12,21.6,15.4,28.9,15.4 - 28.9,20.7 - 23.0,NE,7-May
1,Anxiety Disorder,By State,Nebraska,Nebraska,2,May 7 - May 12,29.6,23.1,36.8,23.1 - 36.8,28.8 - 31.5,NE,7-May
1,Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2,May 7 - May 12,33.4,27.2,40,27.2 - 40.0,30.6 - 33.4,NE,7-May
1,Depressive Disorder,By State,Nebraska,Nebraska,3,May 14 - May 19,20.4,16.2,25.2,16.2 - 25.2,18.1-20.7,NE,14-May
1,Anxiety Disorder,By State,Nebraska,Nebraska,3,May 14 - May 19,23.3,18.8,28.4,18.8 - 28.4,19.0-25.2,NE,14-May
1,Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3,May 14 - May 19,26.2,21.5,31.3,21.5 - 31.3,23.8-29.7,NE,14-May
1,Depressive Disorder,By State,Nebraska,Nebraska,4,May 21 - May 26,17.2,13.9,20.8,13.9 - 20.8,17.2-20.9,NE,21-May
1,Anxiety Disorder,By State,Nebraska,Nebraska,4,May 21 - May 26,22.6,19.6,25.7,19.6 - 25.7,19.6-24.7,NE,21-May
1,Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,4,May 21 - May 26,28.1,24.7,31.6,24.7 - 31.6,24.8-29.5,NE,21-May
1,Depressive Disorder,By State,Nebraska,Nebraska,5,May 28 - June 2,18.2,15.3,21.4,15.3 - 21.4,17.0-21.4,NE,28-May
1,Anxiety Disorder,By State,Nebraska,Nebraska,5,May 28 - June 2,22.2,19.1,25.6,19.1 - 25.6,18.4-26.7,NE,28-May
1,Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,5,May 28 - June 2,26.6,23.4,30.1,23.4 - 30.1,26.0-31.6,NE,28-May
1,Depressive Disorder,By State,Nebraska,Nebraska,6,June 4 - June 9,21.7,17.5,26.3,17.5 - 26.3,21.3-25.0,NE,4-Jun
1,Anxiety Disorder,By State,Nebraska,Nebraska,6,June 4 - June 9,23.5,18.7,29,18.7 - 29.0,20.2-26.4,NE,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,6,June 4 - June 9,31,26.5,35.9,26.5 - 35.9,23.0-31.0,NE,4-Jun
1,Depressive Disorder,By State,Nebraska,Nebraska,7,June 11 - June 16,20.3,15.6,25.6,15.6 - 25.6,14.3-21.7,NE,11-Jun
1,Anxiety Disorder,By State,Nebraska,Nebraska,7,June 11 - June 16,24.1,19.8,28.9,19.8 - 28.9,22.7-27.3,NE,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,7,June 11 - June 16,29.7,24.8,34.9,24.8 - 34.9,25.5-32.2,NE,11-Jun
1,Depressive Disorder,By State,Nebraska,Nebraska,8,June 18 - June 23,22.1,18.1,26.5,18.1 - 26.5,15.7-22.4,NE,18-Jun
1,Anxiety Disorder,By State,Nebraska,Nebraska,8,June 18 - June 23,25,20.8,29.6,20.8 - 29.6,21.3-27.7,NE,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,8,June 18 - June 23,31.2,26.7,35.9,26.7 - 35.9,24.6-31.7,NE,18-Jun
1,Depressive Disorder,By State,Nebraska,Nebraska,9,June 25 - June 30,22,17.3,27.2,17.3 - 27.2,19.0-23.8,NE,25-Jun
1,Anxiety Disorder,By State,Nebraska,Nebraska,9,June 25 - June 30,27.8,22.9,33,22.9 - 33.0,25.1-29.4,NE,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,9,June 25 - June 30,30.5,25.5,35.8,25.5 - 35.8,29.2-34.0,NE,25-Jun
1,Depressive Disorder,By State,Nebraska,Nebraska,10,July 2 - July 7,23.6,19,28.7,19.0 - 28.7,17.5-23.8,NE,2-Jul
